1,32520,0,0,2,0,0,0,2
2,32640,3,0,1,0,0,0,4
3,32700,1,3,0,0,0,0,4
4,32820,1,0,0,0,0,0,1
5,32880,3,1,0,0,0,0,4
6,32940,2,0,1,1,0,0,4
7,33000,0,0,1,0,1,0,2
8,33120,0,2,0,0,0,0,2
9,33120,1,1,0,0,0,0,2
10,33180,1,0,0,0,0,0,1
11,33240,1,0,0,0,0,0,1
12,33540,0,1,0,0,0,0,1
13,33600,0,1,0,0,0,0,1
14,33660,1,2,1,0,0,0,4
15,33720,0,1,0,0,0,0,1
16,33780,1,0,1,0,0,0,2
17,33840,3,0,1,0,0,0,4
18,33900,2,1,0,0,1,0,4
19,34020,0,1,0,0,0,0,1
20,34080,0,2,0,0,0,0,2
21,34080,0,1,0,0,0,0,1
22,34140,2,3,0,0,0,0,5
23,34260,2,2,0,0,0,1,5
24,34260,0,0,1,0,0,0,1
25,34320,1,1,1,1,0,0,4
26,34380,0,4,0,0,0,0,4
27,34620,2,1,1,0,0,0,4
28,34620,2,2,0,0,0,0,4
29,34800,0,2,1,0,0,0,3
30,34800,0,1,0,0,0,0,1
31,34860,1,3,0,0,0,0,4
32,34920,0,3,1,0,0,0,4
33,35040,1,0,0,1,0,0,2
34,35160,0,0,1,0,2,0,3
35,35220,0,2,0,0,0,0,2
36,35280,1,1,0,0,0,0,2
37,35340,1,3,0,0,0,0,4
38,35340,1,0,0,0,0,0,1
39,35400,1,2,1,0,0,0,4
40,35400,1,0,0,0,0,0,1
41,35400,0,0,0,1,0,0,1
42,35400,0,1,0,0,0,1,2
43,35520,1,1,2,0,0,0,4
44,35580,0,1,0,0,0,0,1
45,35640,1,0,0,0,0,0,1
46,35700,1,1,0,0,0,0,2
47,35760,0,1,1,0,0,0,2
48,35820,1,2,0,1,0,0,4
49,35880,2,2,0,0,0,0,4
50,35940,2,0,0,0,0,0,2
51,36000,0,3,1,0,0,0,4
52,36060,1,1,0,1,0,0,3
53,36120,1,0,0,0,0,0,1
54,36120,3,1,0,0,0,0,4
55,36300,2,2,0,0,0,0,4
56,36360,1,2,1,0,0,0,4
57,36420,0,1,2,0,0,0,3
58,36480,0,2,2,0,0,0,4
59,36780,2,0,1,0,0,0,3
60,36960,1,2,1,0,0,0,4
61,37140,2,2,0,0,0,0,4
62,37200,3,2,0,0,0,0,5
63,37320,1,0,0,0,0,0,1
64,37380,1,2,0,1,0,0,4
65,37560,0,3,1,0,0,0,4
66,37620,0,3,0,0,0,0,3
67,37680,0,2,0,0,0,1,3
68,37740,0,2,1,0,0,1,4
69,37800,1,4,0,0,0,0,5
70,37920,0,0,1,1,0,0,2
71,37920,1,2,1,0,0,0,4
72,37980,1,1,1,1,0,0,4
73,38220,1,2,1,0,0,0,4
74,38280,0,2,1,1,0,0,4
75,38340,0,3,0,1,0,0,4
76,38460,2,1,1,0,0,0,4
77,38520,2,0,0,0,0,0,2
78,38700,1,2,0,1,0,0,4
79,38760,2,0,2,0,0,0,4
80,38820,1,0,0,0,0,0,1
81,38880,3,0,1,0,0,0,4
82,38940,0,1,0,0,0,0,1
83,39000,3,1,0,0,0,0,4
84,39000,2,2,0,0,0,0,4
85,39120,0,3,0,0,0,0,3
86,39180,1,1,1,0,1,0,4
87,39240,2,2,1,0,0,0,5
88,39300,1,1,2,0,0,0,4
89,39420,0,0,1,0,0,0,1
90,39480,1,0,0,0,0,0,1
91,39540,1,2,0,0,0,1,4
92,39660,0,1,0,0,0,0,1
93,39780,1,0,0,0,0,0,1
94,39840,1,1,1,1,0,0,4
95,39900,3,1,0,0,0,0,4
96,39960,1,2,0,0,0,0,3
97,40080,0,2,0,0,0,0,2
98,40140,2,1,0,1,0,1,5
99,40140,4,0,0,0,0,0,4
100,40260,3,0,0,0,0,1,4
101,40320,1,1,0,0,0,0,2
102,40380,0,1,0,0,0,0,1
103,40440,2,1,1,0,0,0,4
104,40500,1,0,0,0,0,0,1
105,40680,1,1,0,0,0,0,2
106,40740,1,2,1,0,0,0,4
107,40800,1,2,0,0,0,0,3
108,40920,1,3,0,0,0,0,4
109,41040,0,1,1,0,0,0,2
110,41160,0,0,1,0,0,1,2
111,41220,0,3,0,0,1,0,4
112,41280,0,3,0,1,0,0,4
113,41340,1,1,0,0,0,0,2
114,41400,0,2,1,1,0,0,4
115,41520,0,3,0,0,0,0,3
116,41580,2,0,1,1,0,0,4
117,41640,1,0,1,1,0,0,3
118,41700,2,1,1,0,0,0,4
119,41760,2,1,1,0,0,0,4
120,41880,2,1,0,0,0,0,3
121,41940,2,2,0,0,0,0,4
122,42180,0,1,0,0,0,0,1
123,42240,2,2,0,0,0,0,4
124,42300,2,0,1,0,0,0,3
125,42360,1,2,2,0,0,0,5
126,42420,3,1,0,0,0,0,4
127,42480,0,0,0,0,0,1,1
128,42540,0,1,2,1,0,0,4
129,42600,2,2,0,0,0,0,4
130,42660,1,3,0,0,0,0,4
131,42780,1,1,2,0,0,0,4
132,42840,2,2,0,0,0,0,4
133,43020,0,1,0,0,0,0,1
134,43080,2,0,0,0,0,0,2
