1,32400,1,2,1,0,0,0,4
2,32460,3,0,1,0,0,1,5
3,32520,1,1,1,0,1,0,4
4,32580,2,3,0,0,0,0,5
5,32640,4,0,1,0,0,0,5
6,32700,0,1,0,0,0,0,1
7,32880,0,2,0,0,0,0,2
8,33000,0,3,0,2,0,0,5
9,33060,0,2,0,0,0,0,2
10,33120,0,1,0,0,0,0,1
11,33300,0,0,1,0,0,0,1
12,33360,3,1,0,0,0,0,4
13,33420,2,1,1,0,0,0,4
14,33480,1,1,0,0,0,0,2
15,33540,2,1,0,0,1,0,4
16,33600,1,0,0,0,0,0,1
17,33720,1,1,0,1,0,0,3
18,33840,1,2,1,0,0,0,4
19,33900,0,0,1,0,0,0,1
20,33960,2,1,0,0,0,0,3
21,34140,1,2,0,0,1,0,4
22,34200,0,1,0,0,0,0,1
23,34260,0,1,0,0,0,0,1
24,34320,1,0,0,1,0,0,2
25,34320,0,1,1,1,0,1,4
26,34380,1,0,1,0,0,0,2
27,34380,0,1,0,0,0,0,1
28,34380,1,0,1,0,0,0,2
29,34440,0,3,1,0,0,0,4
30,34500,2,2,0,0,0,1,5
31,34560,1,0,0,0,0,0,1
32,34620,0,1,1,0,0,0,2
33,34680,0,1,1,0,0,0,2
34,34740,1,0,1,0,0,0,2
35,34920,0,2,2,0,0,0,4
36,35100,0,1,0,0,0,0,1
37,35160,0,2,0,0,0,0,2
38,35280,0,4,0,1,0,0,5
39,35400,0,1,0,0,0,0,1
40,35520,2,1,0,0,0,1,4
41,35520,2,0,1,1,0,0,4
42,35580,0,1,2,0,0,0,3
43,35640,0,1,0,0,0,0,1
44,35700,1,1,0,1,0,0,3
45,35760,2,2,0,0,0,0,4
46,35760,2,0,0,0,0,0,2
47,35820,2,2,1,0,0,0,5
48,35880,0,1,0,0,0,0,1
49,35940,3,1,0,0,0,0,4
50,36000,2,1,0,1,0,0,4
51,36060,1,0,0,0,0,0,1
52,36240,0,1,0,0,0,0,1
53,36240,0,1,0,0,0,0,1
54,36360,1,2,1,0,0,0,4
55,36360,1,2,1,0,0,0,4
56,36420,0,2,0,1,0,0,3
57,36480,2,0,0,0,0,0,2
58,36540,2,1,1,0,0,0,4
59,36660,0,1,0,0,0,0,1
60,36780,1,2,0,0,0,1,4
61,36840,0,0,1,0,0,0,1
62,37020,0,1,0,1,2,0,4
63,37080,5,0,0,0,0,0,5
64,37140,1,2,0,0,1,0,4
65,37380,0,0,2,0,0,0,2
66,37620,2,1,0,0,0,0,3
67,37680,0,0,1,0,0,0,1
68,37740,1,1,0,0,0,0,2
69,37800,1,2,2,0,0,0,5
70,37800,0,1,0,0,0,0,1
71,37800,0,4,0,0,0,0,4
72,37800,1,1,0,0,0,0,2
73,37980,0,0,1,0,0,0,1
74,38040,1,1,1,0,0,1,4
75,38100,1,3,0,0,0,0,4
76,38160,1,2,0,0,1,1,5
77,38220,2,0,0,0,0,0,2
78,38280,0,1,0,0,0,0,1
79,38340,0,1,0,0,0,0,1
80,38400,2,1,1,0,0,0,4
81,38460,0,3,1,0,0,0,4
82,38580,0,4,0,0,0,0,4
83,38640,0,0,1,0,0,0,1
84,38700,0,1,1,0,0,0,2
85,38760,0,2,1,0,0,0,3
86,38880,1,1,1,1,0,0,4
87,38940,0,1,0,0,0,1,2
88,39000,2,2,0,0,0,0,4
89,39060,1,2,1,0,0,0,4
90,39120,1,2,1,0,0,0,4
91,39180,1,3,0,0,0,0,4
92,39180,1,2,1,0,0,0,4
93,39240,2,1,2,0,0,0,5
94,39300,0,1,3,0,0,0,4
95,39300,0,2,0,0,0,0,2
96,39360,3,0,1,0,0,0,4
97,39540,1,3,0,0,0,0,4
98,39600,1,1,2,0,0,0,4
99,39660,1,0,1,0,0,0,2
100,39720,1,0,0,1,0,0,2
101,39780,0,0,0,0,0,1,1
102,39840,2,0,0,0,0,0,2
103,39900,2,1,0,0,0,1,4
104,39960,1,0,0,0,0,0,1
105,39960,3,1,0,0,1,0,5
106,40020,0,2,0,0,0,0,2
107,40080,1,0,0,1,0,0,2
108,40200,1,1,2,0,0,0,4
109,40260,1,1,1,1,0,0,4
110,40380,1,3,0,0,0,0,4
111,40440,1,0,0,0,1,1,3
112,40440,0,2,0,0,0,0,2
113,40560,0,0,0,1,0,0,1
114,40620,0,4,1,0,0,0,5
115,40680,0,1,0,0,0,0,1
116,40740,1,0,0,0,0,0,1
117,40800,1,3,0,0,0,0,4
118,40860,1,2,1,0,0,0,4
119,40980,0,1,1,0,0,0,2
120,41040,0,1,0,0,0,0,1
121,41100,1,0,0,0,0,0,1
122,41220,1,0,1,0,0,0,2
123,41460,3,1,0,0,0,0,4
124,41520,1,1,2,0,0,0,4
125,41580,3,1,0,0,0,0,4
126,41640,2,2,0,0,0,0,4
127,41700,0,0,1,0,0,0,1
128,41760,1,0,1,0,0,0,2
129,41820,1,2,1,0,0,0,4
130,41880,1,3,0,0,0,1,5
131,41880,0,2,0,1,0,0,3
132,41880,2,1,1,0,0,0,4
133,41880,0,4,0,0,0,0,4
134,41940,1,1,0,0,0,0,2
135,42000,2,1,0,0,0,0,3
136,42060,0,2,0,0,0,0,2
137,42180,3,1,0,0,0,0,4
138,42240,2,0,1,0,0,0,3
139,42300,2,1,1,0,0,0,4
140,42420,1,2,0,0,0,1,4
141,42540,1,1,0,1,0,1,4
142,42600,0,0,1,1,0,0,2
143,42600,1,1,1,0,0,0,3
144,42660,1,1,0,1,0,0,3
145,42720,2,0,2,0,0,0,4
146,42780,1,2,0,0,0,0,3
147,42840,1,3,0,0,0,0,4
148,42900,0,1,0,0,0,0,1
