1,32400,0,1,0,0,0,0,1
2,32460,0,2,2,0,0,0,4
3,32580,0,2,1,0,0,0,3
4,32580,0,1,0,0,0,0,1
5,32640,1,2,0,1,0,0,4
6,32760,0,2,0,0,0,0,2
7,32820,0,2,0,0,0,0,2
8,32880,1,3,0,0,0,0,4
9,32940,1,1,2,0,0,0,4
10,33000,0,0,1,0,0,0,1
11,33060,1,2,0,0,0,0,3
12,33120,1,0,0,0,0,0,1
13,33180,0,2,1,0,0,1,4
14,33300,1,2,2,0,0,0,5
15,33420,1,3,0,1,0,0,5
16,33480,0,1,3,0,0,0,4
17,33540,2,0,0,1,0,0,3
18,33600,0,1,0,0,0,0,1
19,33660,0,1,0,0,0,0,1
20,33720,1,0,0,0,0,0,1
21,33780,0,1,1,0,0,1,3
22,33900,3,0,0,0,0,1,4
23,33960,1,2,0,1,0,0,4
24,33960,1,1,1,0,0,1,4
25,34020,1,0,1,0,0,0,2
26,34140,3,1,1,0,0,0,5
27,34200,3,1,0,0,0,0,4
28,34260,0,2,0,1,0,0,3
29,34320,0,1,1,0,0,0,2
30,34440,1,3,0,0,0,0,4
31,34500,0,2,2,0,0,0,4
32,34560,2,0,0,1,0,0,3
33,34620,1,3,0,0,0,0,4
34,34620,3,0,0,0,0,0,3
35,34680,2,0,2,0,0,0,4
36,34740,2,0,0,1,1,0,4
37,34860,0,2,2,0,0,0,4
38,34920,2,0,0,0,0,0,2
39,35100,0,1,2,0,0,1,4
40,35160,1,1,0,0,0,0,2
41,35220,1,2,0,0,0,1,4
42,35580,2,1,0,0,0,1,4
43,35640,1,3,0,0,0,0,4
44,35700,1,1,2,0,0,0,4
45,35760,2,0,0,0,0,0,2
46,35820,0,1,1,0,0,0,2
47,35880,0,3,1,0,0,0,4
48,35940,1,1,2,0,0,0,4
49,36000,0,1,0,0,0,0,1
50,36120,1,1,0,0,0,0,2
51,36180,0,1,1,0,0,0,2
52,36240,3,2,0,0,0,0,5
53,36300,1,2,1,0,0,0,4
54,36300,0,0,1,0,0,0,1
55,36360,1,2,0,1,0,0,4
56,36420,0,1,0,0,0,0,1
57,36480,0,1,0,0,0,0,1
58,36540,2,0,2,0,0,0,4
59,36540,0,1,1,0,0,0,2
60,36600,1,0,0,0,0,0,1
61,36660,2,1,0,1,0,0,4
62,36780,1,2,1,0,0,0,4
63,36900,1,2,0,0,0,0,3
64,36960,0,1,0,0,0,0,1
65,36960,3,1,0,0,0,0,4
66,37020,2,2,1,0,0,0,5
67,37080,2,1,0,0,1,0,4
68,37200,1,2,1,0,0,1,5
69,37260,1,2,1,0,0,0,4
70,37320,1,1,0,1,0,0,3
71,37320,1,1,0,0,0,0,2
72,37440,1,0,0,0,0,0,1
73,37560,1,0,0,0,0,0,1
74,37620,2,0,0,1,0,1,4
75,37860,3,1,0,0,0,0,4
76,37920,0,1,0,0,0,0,1
77,38100,3,0,0,0,0,1,4
78,38160,1,0,0,0,0,0,1
79,38160,0,3,1,0,0,0,4
80,38280,2,1,0,1,0,0,4
81,38340,0,2,0,0,0,0,2
82,38400,0,0,1,0,0,0,1
83,38520,1,2,1,0,0,0,4
84,38580,2,2,0,0,0,0,4
85,38640,1,0,0,0,0,0,1
86,38700,1,3,0,0,0,0,4
87,38760,1,3,0,0,0,0,4
88,38820,1,1,0,0,0,0,2
89,38940,0,1,0,0,0,0,1
90,38940,2,0,0,2,0,0,4
91,39000,1,2,0,0,1,0,4
92,39120,1,1,1,0,1,0,4
93,39180,0,1,2,0,0,1,4
94,39240,1,1,0,0,0,0,2
95,39420,1,0,1,1,1,0,4
